BOOK_NAME,BOOK_COMPANY,BOOK_INTRO,BOOK_RENT,BOOK_AUTHOR,BOOK_RELEASE,BOOK_IMAGE
생각의 역습,새로운제안,"이 책은 다양한 연구 결과를 바탕으로 일상에서 빈번히 발생하는 착각과 오류를 직관, 추정, 감정, 확신, 선택, 소유, 비교, 기억, 상황, 관계 등 10가지로 체계화해서 자신도 모르게 비합리적 선택을 하는 이유와 스마트한 선택을 할 수 있는 방법을 알려준다. 다양한 커뮤니케이션 현장에서 목격한 인간의 ‘비합리적 선택경향’에 주목하고, 본능의 무의식적 개입으로 사람들이 자신도 모르게 비합리적 선택을 하는 경향에 대해 저자는 다양한 연구 결과를 근거로 제시하고 있다. 자신의 뇌 속에서 벌어지는 ‘생각의 역습’을 파악하면 잘못된 선택을 피할 수 있을 것이다.
§ 181.3-최57새

 ",n,최승호,201701,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201701020938301580.jpg
기억이 사라지는 시대,유노북스,"디지털 기억의 미래라는 흥미로운 주제를 탐구하기 위해 시선을 과거로 돌려 방대한 인간의 역사를 기록과 기억의 관점에서 새롭게 조망한다. 인간의 기억이 디지털 시대에 어떻게 변화할 것인지 내다보며 우리가 고민해야 할 지점과 대비해야 할 문제들을 깊이 있게 다룬다. 더불어 방대한 인류 역사를 탐험하며 기억이란 무엇인지, 미래에 인간이 어떤 모습으로 존재할지, 진지하게 생각할 거리를 제공한다.
§ 331.5412-럼78기곽

 ",n,애비 스미스 럼지,201701,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201701020935010030.jpg
우리말 꽃이 피었습니다,시드페이퍼,"온갖 외래어와 줄임말이 남발하고 신조어를 유행시키기에만 급급한 요즘, 우리말은 어쩌면 아주 당연하게 잊혀간다. 이런 시대의 흐름에서 구태여 우리가 미처 알지 못했던 우리말 단어 120개로 모두가 공감할만한 책이다. 특유의 사랑스러운 그림과 마음을 어루만지는 따뜻한 글이 우리로 하여금 “이건 내 이야기야!” 하며 스스로를 다독이게 만든다. 팍팍한 삶 속에서 우리에게 필요한 건 그저 공감 한 마디, 위로 한 줄기다. 혼자서 혹은 누구와 어떤 시간을 지나고 있든, 상처 받은 마음에 건네는 가장 따뜻한 위로가 될 것이다.
§ 818-오298우

 ",n,오리여인,201701,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201701020933213130.jpg
"설리, 허드슨강의 기적",인간희극,"기적의 조종사 설리와 <마지막 강의>의 제프리 재슬로가 만들어낸 감동적인 이야기. 2009년 1월 15일, 유에스 항공 1549편 여객기는 뉴욕 라과디아 공항을 이륙한 직후 새떼와 충돌한다. 두 개의 엔진을 모두 상실한 절체절명의 위기 속에서 기장 '설리'는 한겨울의 차디찬 허드슨강을 불시착 장소로 결정하는데…. 한 인간의 진실된 삶이 어떤 기적을 만들어내는지 보여주는 감동 실화를 담은 책. 우리는 이 책을 통해 인생에서 진정한 가치가 무엇인지 깨닫게 될 것이다.
§ 848-설294서신

 ",n,"체슬리 설렌버거, 제프리 재슬로",201701,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201701020931474420.jpg
대통령의 말하기,위즈덤하우스,"『대통령의 말하기』는 대변인 시절까지 포함하여 10여 년의 세월동안 기록한 방대한 자료를 집약하여 노무현 대통령의 말하기 노하우를 23가지 원칙으로 정리해 대화의 목적, 대상, 장소, 상황에 맞는 대화법을 알려주고, 말재주 없이도 편안하게 대화를 이어나갈 수 있는 소통하는 말하기의 진수를 배울 수 있도록 도와준다. 뿐만 아니라 어떻게 하면 훌륭하게 대화하고 연설할 수 있는지 포인트를 알려주고 있다. 이 책은 말하기의 세계에서 앞서나가려는 사람들에게 좋은 참고자료가 될 것이다.
§ 350-214-윤883대

 ",n,윤태영,201612,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201612010933267610.jpg
맛의 천재,책세상,"자는 스파게티 제면기를 만들었던 다빈치, 작곡가 푸치니와 지휘자 토스카니니 간의 언쟁에 불을 지핀 계기가 된 이탈리아의 빵 파네토네 등 다양한 이탈리아 요리 뿐 만 아니라, 요리에 얽힌 이탈리아의 문화, 예술, 역사를 곁들여 이야기한다. 각종 참고문헌을 통해 이탈리아 요리의 기원을 찾는 과정에는 기자로서 저자의 직업의식도 발휘돼 있다. 책을 통해 이탈리아 요리 여행을 떠나다보면, 어느새 입에 침이 고인다. 이탈리아 먹거리 여행을 떠나고 싶은 독자라면 이 책을 통해 충분한 사전 맛보기를 즐길 수 있을 것이다.
§ 381.750928-마195마윤

 ",n,알렉산드로 마르초 마뇨,201612,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201612010931409550.jpg
동물에게 배우는 노년의 삶,시대의 창,"예외는 있지만 일반적으로 모든 생물은 늙으며, 늙으면 신체 능력과 생식 능력이 저하된다. 나이 먹은 동물이 겪는 변화는 자신뿐 아니라 다른 개체 간 즉, 군집 생활을 하는 무리 안에서 그 특수성이 두드러진다. 나이 든 지도자는 젊은 개체에게 자리를 내어 주고 지배력을 잃는다. 이는 생존 경쟁의 중심부에서 밀려나는 것을 의미한다. 늙기 위해 살아가는 생물은 없다. 살다 보니 늙을 뿐이다. 그리고 그 나름의 역할을 행한다. 수많은 현장 연구와 사례 중심으로 풀어낸 이 책을 읽다 보면 적자생존의 비정함이 아닌, 함께 살아가는 동물들의 따뜻함을 느낄 수 있다.
§ 4491.5-대17도노

 ",n,앤 이니스 대그,201612,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201612010930205520.jpg
대통령의 글쓰기,디치미디어,"국민의 정부와 참여정부에서 8년 동안 대통령의 말과 글을 쓰고 다듬은 저자는 이 책에서 고 김대중, 노무현 전 대통령에게서 직접 보고, 듣고, 배운 글쓰기 비법을 40가지로 정리한다. 또한 핵심 메시지를 쓰는 법, 글의 기조를 잡는 법, 서술, 표현법과 퇴고의 방법 등 두 대통령이 주로 사용했던 글의 기법들을 꼭지마다 밝힌다. 이를 통해 독자가 자신의 생각을 상대에게 제대로 전달하고, 또 사람의 마음을 움직일 수 있는 자신만의 글쓰기 스타일을 찾아가도록 보탬이 되어준다.
§ 802-강66대

 ",n,강원국,201612,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201612010927291690.jpg
숨결이 바람 될 때,흐름,"『숨결이 바람 될 때』는 신경외과 의사로서 치명적인 뇌 손상 환자들을 치료하며 죽음과 싸우던 저자가 자신도 폐암 말기 판정을 받고 죽음을 마주하게 된 마지막 2년의 기록을 담은 책이다. 죽음을 향해 육체가 무너져 가는 순간에도 미래를 빼앗기지 않을 확실한 희망을 잃지 않았던 그는 이 책에 죽어가는 대신 살아가는 것을 선택한 고뇌와 결단, 삶과 죽음, 의미에 대한 성찰, 숨이 다한 후에도 지속되는 사랑과 가치를 독자들에게 전한다.
§ 848-칼292수김

 ",n,폴 칼라니티,201612,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201612010925569630.jpg
만약은 없다,문학동네,"단호한 제목이 눈길을 끄는 이 책의 저자는 촌각을 다투는 ‘선택’과 수많은 ‘만약’에 직면하는 응급의학과 전문의다. 죽음과 비극에 무뎌지지 않으려고 글을 썼고, 그 글을 가공해 책으로 묶었다. 객관성을 유지하면서도 따뜻함을 잃지 않으려는 의사의 노력이 배어있다. 병원 응급실 이야기를 통해서 우리 의료계의 현실을, 더 나아가 지금 우리의 삶을 되돌아보게 하는 책이다.
§ 818-남16마",n,남궁인,201611,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201611021015475720.jpg
빨강머리 앤이 하는 말,아르테,"캐나다 프린스 에드워드 섬, 초록지붕 집의 꿈 많은 수다쟁이 소녀 앤 셜리. 《빨강머리 앤》은 1980~1990년대 유년기를 보낸 한국독자들에게 잊지 못할 추억을 남긴 작품이기도 하다. 『빨강머리 앤이 하는 말』은 백영옥의 기억 속, 유년시절의 추억으로 깊이 새겨졌던 빨강 머리 앤의 사랑스러운 말들을 다시 불러오며 지금의 삶에서 함께 고개를 끄덕이고, 미소와 찡함을 나눌 수 있는 이야기들을 채워나가는 책이다.
§ 814.7-백64빠",n,백영옥,201611,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201611021014413590.jpg
자존감 수업,심플라이프,"『자존감 수업』은 자존감 전문가이자 정신과 의사인 윤홍균 원장이 2년 넘게 심혈을 기울여 쓴 책으로, 자존감이 우리 삶에 미치는 영향을 친절하게 알려주고, 자존감을 끌어올리는 실질적인 방법을 알려준다. 높은 자존감을 갖고 싶지만 방법을 모르는 사람, 낮은 자존감 때문에 내면의 불화와 갈등을 겪고 있는 이들이 건강한 자존감을 회복하도록 돕는다.
§ 182.1-윤95자",n,윤홍균,201611,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201611021013131650.jpg
천공의 벌,재인,"이 책은 국민을 볼모로 원전 파괴를 요구하는 헬기 납치범과 일본 당국 간에 벌어지는 피 말리는 심리전을 그린 서스펜스다. 저자는 이 작품을 통해 명확한 근거 없이 원전의 안전 신화를 만들어낸 정부에 일침을 가하고, 원전의 필요성은 인정하지만 가까이 있는 것은 두렵다는 이율배반 속에서 눈앞의 이익을 좇아 현실에 눈감는 ‘침묵하는 군중’을 향해 엄중한 메시지를 던진다.
 § 833.6-히12처김",n,히가시노 게이고,201611,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201611021009359360.jpg
틀리지 않는 법,열린책들,"수학이란 어렵고 까다로우며, 실생활과 동떨어져 있다는 인상을 주는 학문이다. 하지만 저자는 현상을 분석하고 이를 활용할 때 사람들이 쉽게 빠질 수 있는 오류들로부터 수학이 구제해줄 수 있으며, 이는 곧 상식의 범주에 속한다고 말한다. 우리는 생활 속에서 간단한 추론이나 확률을 얼마든지 사용한다. 책에 소개된 큰 수의 법칙, 귀무가설, 평균으로의 회귀 효과 등의 수학적 산물들과 마찬가지로, 이들은 수와 공식의 세계에서만 활용할 수 있는 것이 아니다. 이런 도구들을 통해 세상을 통찰할 때 우리가 틀리지 않도록, 저자 특유의 유쾌한 문체로 흥미로운 가이드를 제공하는 책이다.
§ 410-엘294트김",n,조던 엘렌버그,201611,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201611021006353140.jpg
개인은 역사를 바꿀 수 있는가,산처럼,"캐나다의 저명한 역사학자 마거릿 맥밀런은 역사의 흐름 속에서 개인의 역할에 주목한다. 역사에 뚜렷하게 자신의 흔적을 남긴 특별한 인물들의 개성과 자질을 관찰하고 그것이 어떻게 역사를 움직였는가를 조명한다. 생생한 증언과 기록을 참고하여 저자는 역사속의 다양한 사건과 상황에서 개인의 행동이 어떤 결과를 만들어냈는지 살펴본다. 역사적 인물들에 대한 저자의 고찰과 평가는 우리가 지닌 선과 악의 가능성을 돌아보게 한다. 또한 기록 유산이 우리로 하여금 역사를 이해하고 계속 이어가는 데 얼마나 중요한가를 다시금 깨닫게 해준다.

§909-맥38개이

 ",n,마거릿 맥밀런,201610,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201610110228392701.jpg
냉장고의 탄생,MID,"냉장고는 식품의 장기보관을 가능케 함으로써 식문화의 발전은 물론 인류의 건강과 생존에 엄청난 공을 세운 문명의 이기이다. 인류 문명의 시작이 불의 발견에서 비롯되었다면 적어도 현대 인류의 본격적 문명 발전은 냉각기술과 함께 했다. 이 책은 인류가 어떻게 차가움의 원인을 규명하고 정복하게 되었는지부터 시작하여, 한 덩이 얼음을 얼리기 위해서 많은 과학자들이 물질의 본질에 대해 벌인 논쟁, 냉각을 얻기 위해 노력한 사람들의 역사와 앞으로의 전망까지 이야기 한다.

§553.88-잭57내김

 ",n,톰 잭슨,201610,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201610110233016711.jpg
뇌 과학자들,해나무,"이야기는 마상창시합 중에 머리에 큰 부상을 입은 16세기 프랑스 왕 앙리 2세의 뇌수술로부터 시작한다. 뇌와 같이 섬세하고 복잡한 고등기관에 대한 의학적 지식이 있을 리 없던 시대 이래로 인류는 그야말로 어둠 속에서 코끼리를 더듬듯이 뇌과학을 발전시켜 왔다. 기묘한 증상의 환자들과, 이들의 치료와 연구에 집요하리만치 힘썼던 의사 혹은 뇌과학자들을 생생하게 묘사한 흥미로운 사례로 가득 찬 이 책은 뒷부분의 주석 노트에 이르기까지 버릴 데가 없다. 뇌과학에 관심이 있는 독자라면 필독을 권한다.

§511.1813-킨,53뇌이

 ",n,샘 킨,201610,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201610110236168351.jpg
인간 인터넷,사회평론,"이 책은 인식론 분야의 권위자인 저자가 디지털시대에 우리의 삶은 어떻게 변화하고 있는가를 새롭게 조명한다. 디지털 삶의 형식이 당면한 현실적인 문제들을 철학적 논쟁으로 풀어간다. 인터넷 문화에 수용적인 태도는 인간의 창조성과 정체성까지 위협 받을 수 있다는 점을 우려한다. 반면, 지식 습득을 가능케 하는 방대한 양의 데이터는 디지털 시대에 대한 낙관적 전망도 갖게 한다. 우리의 삶이 인터넷과 친밀해질수록 미래에 대해 눈을 더욱 크게 뜨고 다가가야 한다는 게 저자의 메시지다.

§001-린86이이

 ",n,마이클 린치,201610,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201610110238292431.jpg
일곱 가지 이야기,피니스 아프리카에,"우연히 서점에서 ‘일곱 가지 이야기’라는 제목의 소설을 발견한 열아홉살 여대생 고마코. 자신의 동네에서 겪은 미스터리한 사건과 닮은 소설을 읽고 작가에게 팬레터를 보낸다. 그런데 작가가 고마코의 사건까지 풀이한 ‘해결 편’을 답장으로 보내주는데…. 제3회 아유카와 데쓰야 상을 수상한 이 작품은 소설 속에 소설이 등장하고, 소설과 고마코가 겪는 미스터리가 겹치는 등 구성이 아주 흥미롭다. 고마코와 작가가 이어나가는 일곱 개의 미스터리한 사건을 따라가며 함께 추리해 보아도 좋겠다.

§833.6-가195이박

 ",n,가노 도모코,201610,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201610110240006511.jpg
한국사에 감동하다,좋은날들,"이 책은 한국인의 자긍심을 일깨워주고, 세계에 자랑해도 좋을 문화유산과 숱한 고난에도 감동의 삶을 살아낸 위인들을 조명한다. 아파트 30층 높이의 황룡사 9층목탑, 전 세계의 40퍼센트를 차지하는 한반도의 고인돌 등의 문화유산을 비롯하여 독립을 위해 6형제 중 5명이 순국한 이회영 일가, 일본 성리학의 뿌리를 내려준 강항 등의 이야기가 흥미롭게 펼쳐진다. 여기에 어느 한때, 우연히 만들어진 문화유산 혹은 위인들의 업적이란 없다. 시련이 많았기에 더욱 자랑스러운 문화유산과 위인들의 삶, 우리는 우리 역사에 다시금 감동하게 된다.

§ 911-원66하

 ",n,원유상,201609,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201608300237039520.bmp
어른인 척,예담,"『어른인 척』은 남들에게 보이기 위해 자신에게 맞지 않는 표정으로 ‘어른놀이’ 하며 상처받고 있는 사람들에게 ‘그러지 않아도 괜찮아’라며 건네는 작은 처방전이다. 다른 사람들이 정해놓은 기준과 속도에 맞추어가느라 놓치고 있는 일상을 다시 한 번 돌아보며 내 마음이 가장 편안한 상태를 찾아보자고, 그렇게 소박하면서 소중한 행복을 찾아보자고 권유하고 있다.

§818-이78어

 ",n,이진이,201609,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201608300235148050.bmp
마음의 감기,율리시즈,"트라우마 전문가인 루이제 레더만이 수년간 환자들과 함께 경험하고 배운 것을 책에 담았다. 일반적인 감기와 마찬가지로 ‘마음의 감기’를 치유하는 데에도 중요한 것은 병에 대한 면역력과 자가 치유력을 기르는 것이다. 저자는 우리가 누구나 ‘마음의 회복력’과 자기치유능력을 가지고 있음을 발견한다. 그리고 이런 능력은 후천적인 연습을 통해서 더 강화할 수 있다. 저자는 일상 속에서 자기 생각의 틀을 주의 깊게 관찰하고 연습법을 실천하여 마음의 평안을 얻도록 주문한다. OECD 국가 중 자살률 1위라는 불명예를 떨치지 못하고 있는 우리에게 많은 시사점을 제공해주는 책이다.

§513.85-레24마박

 ",n,루이제 레더만,201609,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201608300234107480.bmp
나는 고작 한번 해봈을 뿐이다,위즈덤하우스,"‘천 리 길도 한 걸음부터’ 란 말처럼 그 무슨 일도 작은 시작에서 비롯된다. 이 책에서 EBS 프로듀서인 저자는 작은 용기와 대수롭지 않은 노력으로도 할 수 있는 사소한 실천을 통해 어떤 일들이 일어났는지 여러 사례를 들려주고, 좋은 계획이 행동을 이끄는 게 아니라 작은 행동이 좋은 계획을 이끈다는 신념을 바탕으로 매순간 ‘한번 하기’를 꾸준히 실천해간다면 독자들의 인생에 수많은 기회와 드라마틱한 변화를 마주할 수 있을 것이라고 조언하고 있다.

§ 325.211-김38나

 ",n,김민태,201609,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201608300232577080.bmp
감정의 식탁,RHK,"『감정의 식탁』은 음식을 통해 우리의 감정이 지배당하고 있음을 과학적으로 밝힌 책이다. 유전과학의 세계적 권위자인 저자는 ‘식탁’ 위에서 벌어지는 인간의 마음과 행동의 비밀을 살펴본다. 즉 우리가 섭취하는 건 약물이든 음식이든 모두 신경세포의 작용에 영향을 미치며, 그에 따라 우리의 생각과 감정, 태도 역시 바뀔 수 있다는 것이다. 저자는 이 책을 통해 음식과 약물, 그리고 뇌라는 복잡하고 어려운 주제에 대한 최신의 지식을 간결하고 재미있게 전달하고 있다.

§ 404-웬877가김

 ",n,게리 웬크,201609,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201608300230525060.bmp
사색이 자본이다,사람in,"작가는 모두가 바라보고 있지만 아무도 발견하지 못한 세상을 발견하는 일이 ‘사색’ 이라고 말한다. 그리고 최고의 사색가가 되기 위한 방법으로 독서를 꼽는다. 성공한 사람은 단순히 많은 책을 읽는 사람이 아니라, 많은 생각을 하는 사람이다. 책을 읽을 때마다 스스로에게 치열하게 질문하고 사색하는 것이 필요하다. 이 책은 사색가가 되는 4단계를 성공한 사색가들의 사례와 16개의 고전을 통해 설명하고 있다. 같은 책을 읽어도 생각하지 못하고 어떤 생각도 탄생시키지 못한 채 그저 시간을 허비하는 독서는 접고, 이 책을 통해서 가치를 찾고 삶을 변화시킬 수 있는 사색의 힘을 얻자. 그리고 당신의 삶에 적용하자.


§ 104-김75사",n,김종원,201608,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201608010847218290.bmp
당신의 삶을 결정하는 것들,북로그컴퍼니,"『당신의 삶을 결정하는 것들』은 50여 년간 정신의학과 의료 인류학 분야에서 독보적인 연구 성과를 보여 온 아서 클라인만 박사가 임상 경험에서 만나온 사람들의 사례를 통해 도덕적 가치관의 중요성에 대해 피력한 것이다. 책 속 인물들은 전쟁, 질병, 사회·정치적인 한계 등으로 인해 평생 견지해온 가치관이 무너지는 경험을 하는데, 그럼에도 불구하고 자기의 도덕적 가치관을 따르기 위해 애쓰는 모습을 보여준다. 저자는 이 사례들을 통해 어떠한 고통과 어려움 속에서도 자신의 도덕적 가치관을 지켜나가는 것이 가치 있는 일임을 이야기한다.


§ 189-클292다이",n,아서 클라인만,201608,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201608010843370151.bmp
늙는다는 건 우주의 일,서해문집,"이 책은 노화의 메커니즘을 탐구하기 위해 개체의 몸집, 서식 환경, 유전자 등의 요인에 다각도로 접근하여 그 실마리를 제공한다. 저자는 생명체란 어떤 식으로든 죽음이라는 위험 요인을 안고 있기에 사망률에 따라 적정한 번식 시기가 정해지며 이것이 수명에 영향을 미친다고 본다. 저자는 피토의 역설과 삶의 속도 가설, 활성 산소 노화 이론 그리고 암과 텔로미어의 상관관계에 이르기까지 노화를 설명하고자 했던 시도들을 어렵지 않게 다루며, 자연선택에 의해 노화 또한 생존에 유리한 방향으로 진화해 왔다는 견해를 제시한다. 늙음에 대해 ‘왜?’라는 질문을 던지고 싶은 독자라면 필독해볼 만하다.


§ 511.1689-실44느노",n,조너선 실버타운,201608,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201607290205248290.jpg
나는 단순하게 살기로 했다,비스니스북스,"‘미니멀리스트’란 자신에게 진짜 필요한 것이 무엇인지 아는 사람, 소중한 것을 위해 물건을 줄여나가는 사람이다. 이 책에 따르면 물건을 줄이면 현재를 긍정적으로 인식하게 된다. 그리고 인생에 있어서 가장 소중한 것이 무엇인지를 깨닫게 된다. 미니멀 라이프의 목적은 단순히 물건을 줄이는 데 있는 것이 아니라 인생 자체를 새롭게 바꾸라는 의미라는 것을 확실하게 알 수 있을 것이다.


§ 199.1-사52나김",n,사사키후미오,201608,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201607290201412240.jpg
국경의 도서관,소담,"이 책은 기발한 상상력을 바탕으로 드라마로도 제작된 바 있는 황경신 작가의 2004년 작 『초콜릿 우체국』의 두 번째 이야기다. 현실과 환상의 경계에서 감각적이고 따뜻하게 이야기를 풀어낸 전작과 같이 이번에도 서른여덟 편의 짧지만 인상적인 이야기를 담았다. 작가는 사물을 의인화하고, 위인을 현재로 불러내며, 문학 작품 속 주인공을 작품 밖으로 끌어내는 등 특유의 엉뚱하고 재밌는 상상력으로 어른들을 위한 동화 같은 이야기를 만들어냈다.


§ 818-황14구",n,황경신,201608,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201607290150178650.jpg
깨어 있는 마음으로 깊이 듣기,시공사,"우리는 늘 행복해지기를 꿈꾸지만 정작 현실은 그렇지 못하다. 시간과 일에 쫓겨 하루를 살아가고, 지금의 생활에서 벗어나고 싶지만 현재를 이어나간다. 늘 곁에 있지만 우리가 간과해온 존재 지구. 작가는 지구야말로 모든 생명의 근원이며 지구의 품으로 돌아가 주위를 둘러보는 것이 행복을 향한 첫걸음이라 설명한다. 이를 실천함으로써 행복은 결코 멀리 있지 않다는 것을 깨달을 것이다. 문명의 발달에 쫓겨 잊고 있던 진정한 의미의 휴식, 그것을 통해 얻는 행복과 평화에 대해 이야기한 이 책을 지식인들은 위대한 지혜라는 단어로 칭송했다.


§ 224.3-틱192깨진",n,틱낫한,201607,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201607010158509350.bmp
나는 한 번 읽은 책은 절대 잊어비리지 않는다,나라원,"책을 읽었는데 내용이 전혀 기억나지 않는다는 것은 그것이 지식으로서 자기 안에 자리 잡지 못했다는 의미이며, 결국 자신에게 아무런 도움도 되지 않았다는 의미다. 저자는 자기성장의 원천이자 불가능을 가능으로 바꿔준 읽으면 잊어버리지 않는 독서법을 독자들에게 최초 공개한다. 읽으면 잊어버리지 않는 독서법의 키워드는 바로 아웃풋과 틈새시간이다. 이 두 가지를 활용하여 10년이 지나도 기억에 남는 독서의 비결을 밝힌다.


§ 029.4-카42나은",n,카바사와 시온,201607,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201607010157362670.bmp
볼드,비즈닛스북스,"급격한 변화는 누군가에겐 곧 거대한 기회를 뜻한다. 작가는 앞으로 이러한 기하급수 기술로 인해 '풍요의 시대'가 도래할 것이라고 단언한다. 실리콘밸리가 주목하는 혁신 기업가이자 미래학자로, 15개가 넘는 우주·첨단 기술 기업을 설립한 바 있는 피터 디아만디스는 자원과 기술의 풍요가 이끌어낼 기회에 대해 설명하며 어떻게 하면 우리가 그것들을 세상에 없던 성공으로 연결시킬 수 있을 것인가에 대해 이야기한다.


§ 321.97-디62보이",n,"피터 디아만디스,스티븐 코틀러",201607,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201607010156159180.bmp
지구의 밥상,글항아리,"이 책은 경향신문 취재팀이 10개국을 탐사 취재하며 그 나라의 밥상을 들여다본 것이다. 세계화는 전 세계의 식탁을 어떻게 점령했는가를 직접 세계 곳곳의 밥상을 통해 소개한다. 글로벌화의 가장 생생한 단면과 함께 건강하고 안전한 먹거리를 찾기 위한 노력도 함께 다룬다. 전 세계의 식탁은 점점 비슷해지는 듯하지만, 계급 간의 격차와 국가 간 격차도 뚜렷하다. 앞으로 먹거리는 점점 더 상업화되고 세계화될 것이다. 이에 맞서 안전한 먹거리를 마련하기 위한 움직임도 늘어갈 것이다. 다음세대 인류는 어떤 식탁에 앉게 될까 고민하게 만든다.


§ 335.7-구74지",n,구정은,201607,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201607010155050700.bmp
채식주의자,창비,"맨부커 선정 위원회로부터 '한국의 오늘에 대한 소설. 부끄러움과 욕망, 타인을 이해하려는 불안정한 시도를 다루고 있다'라는 찬사를 받았다. 미약한 존재가 난폭하고 어두운 세상과 어떤 식으로 대결하는지를 그리고 있다. 약한 존재가 대항하는 법은 아이러니하게도 식물이 되는 것이라 말하고 있다. 제목은 약해보이지만 책을 읽고 나면, '육식'을 먹은 것 같은 강한 메시지가 가슴을 울릴 것이다.


§ 813.7-한12채",n,한강,201607,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201607010151350500.bmp
남은 생의 첫날,열림원,"이 소설은 각각의 이유로 인생의 전환점을 맞이한 세 여자가 여행을 통해 자신의 삶을 찾고 내적으로 성장하는 과정을 그렸다. 다시는 인생의 기쁨을 놓치고 싶지 않다고 말하는 스물다섯 살의 카밀, 나이를 먹어 가면서 자연 소멸된 사랑에 아파하는 마흔 살의 마리, 해 질 녘 빛이 희미해지는 6시경에 가장 예쁜 예순 살의 안느. 아직 젊고, 더 젊고, 더 이상 젊지 않은 세 여자의 잃어버린 나를 찾아 떠난 웃음과 감동의 로드 무비다.


§ 863-그298나이",n,비르지니 그리말디,201606,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201606010130550960.bmp
사피엔스,김영사,"지금으로부터 10만 년 전, 지구에는 호모 사피엔스뿐만 아니라 네안데르탈인, 호모 에렉투스 등 최소 6종의 인간 종이 살아 있었다. 이후 호모 사피엔스 종만이 유일한 승자로 지구상에 살아남게 되었고, 이제 그들은 신의 영역까지 넘보고 있다. 《사피엔스》는 이처럼 중요한 순간을 살고 있는 우리에게 다가올 미래에 대해 어떤 전망이 있는지, 지금이 전망을 가져야 할 때라고 말한다.《사피엔스》는 현재를 이해하기 위해 과거를 알아야 한다는 유발 하라리의 대담하고 뛰어난 시도이다. 우리가 겪고 있고 만들어야 할 대단한 기술 진보를 위해서 과거를 이야기하는 것이다. 이 책의 특별한 점은 인간의 역사를 오늘날 우리가 이해 가능한 틀로 정리했다는 점이다.


§ 909-하292사조",n,유발 하라리,201606,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201606010126550800.bmp
오페라 홀릭,창해,"바쁜 일상으로 시간과 경제적 여유를 갖기 어려운 이 시대, 몸과 마음을 더 풍족하게 해줄 오페라의 세계를 인터넷을 통해 즐길 수 있게끔 소개한 책이다. 악보가 남아 있는 가장 오래된 작품 <에우리디체>의 소개를 시작으로 다양한 배경 지식을 곁들여 명품 오페라의 세계로 안내한다. 오페라에 대해 편견을 갖고 있거나 미처 즐길 여유가 없었던 사람들에게 ‘돈 안 들이고 오페라 즐기기’ 의 노하우를 한껏 전한다.


§ 674.2-이45오",n,이보경,201606,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201606010125272730.bmp
